dataset,clf,best_extractor,best_mean_f1,best_std_f1,comparison_extractor,comparison_mean_f1,comparison_std_f1,delta,t_stat,p_value,p_value_holm,cohens_d,rank,significant_05,significant_01,significant_001
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,vit_b16,0.6816470047171801,0.06216804189229558,0.05266808857159744,1.4142742211517743,0.2301831324421206,0.6310411148711506,0.6324826594565922,16,False,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,vit_b16,0.7774867724867724,0.09117444732812187,0.10443771465701279,6.835550932327487,0.0023960737319138536,0.02635681105105239,3.0569513095797864,1,True,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,swin_t,0.7952931402580525,0.08911646168266607,0.08663134688573271,3.3288057626338174,0.029138084994294176,0.2331046799543534,1.4886871938028674,2,False,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,deit_s,0.7967496519075465,0.10555467638358702,0.0851748352362387,2.242957966350576,0.08833175337310918,0.4416587668655459,1.003081296675102,3,False,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,dinov2_small,0.8661555741204863,0.1208750145577104,0.01576891302329897,0.6397172314157723,0.5571576725471334,0.5571576725471334,0.2860902431595358,4,False,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,dinov2,0.8653494848231691,0.08395191668049416,0.01657500232061615,1.675039855535413,0.1692370621285357,0.5077111863856071,0.7491005963658668,5,False,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,vgg16,0.7676967418546365,0.09411741551303761,0.1142277452891487,3.0825932410865673,0.03683855708939018,0.25786989962573126,1.378577606793555,6,False,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,resnet50,0.777623688851759,0.08062517497466025,0.10430079829202621,5.427224832773869,0.005590149954658841,0.05590149954658841,2.4271287309949794,7,False,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,resnet101,0.8214086141279126,0.09885486243376893,0.06051587301587269,5.35095695326516,0.0058818653078090465,0.05590149954658841,2.393020698340584,8,False,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,densenet121,0.8093550627410275,0.12195694359237691,0.07256942440275771,2.4600591906509566,0.06968700036332497,0.41812200217994977,1.1001719157770518,9,False,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,efficientnet_b0,0.8159230483616448,0.03291936930459162,0.06600143878214049,2.229512232257588,0.08965946749313876,0.4416587668655459,0.9970681815839907,10,False,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,convnext_v2_t,0.8357726724217951,0.08980641764790503,0.04615181472199015,1.53369835800069,0.1998838380789438,0.5077111863856071,0.6858907570836767,11,False,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,lbp,0.47360774229947167,0.1242443977338088,0.4083167448443136,7.855999732762616,0.001418504496084627,0.017022053953015523,3.513309886705248,12,True,False,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,glcm,0.21709124079299516,0.10635168633652409,0.6648332463507901,38.524539548066734,2.7117716395603294e-06,4.338834623296527e-05,17.22869784582478,13,True,True,True
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,gabor,0.2560108659093622,0.07350812207969434,0.6259136212344231,15.514595657965343,0.00010075245529573101,0.0015112868294359651,6.938338106849803,14,True,True,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,hog,0.2531876028454976,0.08531083649157005,0.6287368842982877,13.38140123056934,0.00018036248740306343,0.0023447123362398247,5.984344557093516,15,True,True,False
VisTex,resmlp,dinov2_large,0.8819244871437852,0.08338424070976495,drlbp,0.3571077694235589,0.031186278568937704,0.5248167177202263,15.4916641527046,0.00010134215004275615,0.0015112868294359651,6.928082825917375,16,True,True,False
VisTex,rf,dinov2_small,0.7419561867632043,0.12989892154043958,convnext_v2_t,0.630467844695915,0.06222873875852123,0.1114883420672893,2.695693757545815,0.05433625463464838,0.3555717653056343,1.2055508976658196,1,False,False,False
VisTex,rf,dinov2_small,0.7419561867632043,0.12989892154043958,deit_s,0.5746944105277438,0.15306243107396728,0.16726177623546046,4.490534269359696,0.010901344879479764,0.10901344879479763,2.008227976292014,2,False,False,False
VisTex,rf,dinov2_small,0.7419561867632043,0.12989892154043958,densenet121,0.6272817481413973,0.0836793430082784,0.11467443862180704,2.7610290594856393,0.05079596647223347,0.3555717653056343,1.2347697329591443,3,False,False,False
VisTex,rf,dinov2_small,0.7419561867632043,0.12989892154043958,dinov2,0.7312694446554096,0.09862121283169908,0.010686742107794744,0.22415261143451368,0.8336223918760334,1.0,0.10024409529939353,4,False,False,False
VisTex,rf,dinov2_small,0.7419561867632043,0.12989892154043958,dinov2_large,0.7367584702496983,0.10743972084489696,0.005197716513505979,0.12794164536963096,0.9043695980750436,1.0,0.05721724323930335,5,False,False,False
VisTex,rf,dinov2_small,0.7419561867632043,0.12989892154043958,drlbp,0.4094037872458925,0.07864795273567418,0.3325523995173118,7.514667942815931,0.0016784347504352525,0.023498086506093536,3.3606616696610234,6,True,False,False
